guide_id,disaster_type,title,content,easy_content,keywords,source
204,대설,대설 특보 중,"- 노후가옥은 가족이나 이웃과 함께 쌓인눈의 무게로 무너지지 않도록 안전점검과 보강을 하고, 고립이 우려되는 지역은 경찰서, 관공서와 비상연락체계를 유지하도록 합니다.","노후가옥은 가족이나 이웃과 함께 쌓인눈의 무게로 무너지지 않도록 안전점검과 보강을 하고, 고립이 우려되는 지역은 경찰서, 관공서와 비상연락체계를 유지하도록 합니다.",대설 대설 대설 특보 중 대설,자연재난 국민행동요령
205,대설,대설 특보 중,"- 농촌에서는 가족이나 이웃과 함께 작물을 재배하지 않는 곳은 비닐을 걷어내고, 수산 증·양식장은 어류 등이 동사하지 않도록 보온조치를 합니다.","농촌에서는 가족이나 이웃과 함께 작물을 재배하지 않는 곳은 비닐을 걷어내고, 수산 증·양식장은 어류 등이 동사하지 않도록 보온조치를 합니다.",대설 대설 대설 특보 중 대설,자연재난 국민행동요령
206,대설,대설 예보 시,"- 눈길 및 빙판길 운전을 피하고, 이동이 필요할 시에는 비상구호품 및 장비를 챙깁니다.","눈길 및 빙판길 운전을 피하고, 이동이 필요할 시에는 비상구호품 및 장비를 챙깁니다.",대설 대설 대설 예보 시 대설,자연재난 국민행동요령
207,대설,대설 예보 시,"- 눈사태 위험지역, 노후주택 등 붕괴 위험이 있는 건물의 주민은 주변에 있는 사람들에게 알려주고 위험지역에 있는 사람들과 함께 안전한 곳으로 이동 준비를 합니다.","눈사태 위험지역, 노후주택 등 붕괴 위험이 있는 건물의 주민은 주변에 있는 사람들에게 알려주고 위험지역에 있는 사람들과 함께 안전한 곳으로 이동 준비를 합니다.",대설 대설 대설 예보 시 대설,자연재난 국민행동요령
208,대설,대설 특보 중,- 눈이 많이 올 때에는 되도록 외출을 자제하여 피해를 사전에 방지합니다.,눈이 많이 올 때에는 되도록 외출을 자제하여 피해를 사전에 방지합니다.,대설 대설 대설 특보 중 대설,자연재난 국민행동요령
209,대설,대설 예보 시,"- 눈피해 대비용 안전장구(체인, 모래주머니, 삽 등)를 휴대합니다.","눈피해 대비용 안전장구(체인, 모래주머니, 삽 등)를 휴대합니다.",대설 대설 대설 예보 시 대설,자연재난 국민행동요령
210,대설,대설 이후,"- 대설 후, 한파가 이어져 빙판이 생길 수 있으니 외출 시 따뜻하게 옷을 입고 미끄럼에 주의하도록 합니다.","대설 후, 한파가 이어져 빙판이 생길 수 있으니 외출 시 따뜻하게 옷을 입고 미끄럼에 주의하도록 합니다.",대설 대설 대설 이후 대설,자연재난 국민행동요령
211,대설,대설 이후,"- 대설로 가스가 누출될 수 있으므로 창문을 열어 충분히 환기하고, 성냥불이나 라이터는 환기 전까지 사용하지 않습니다.","대설로 가스가 누출될 수 있으므로 창문을 열어 충분히 환기하고, 성냥불이나 라이터는 환기 전까지 사용하지 않습니다.",대설 대설 대설 이후 대설,자연재난 국민행동요령
212,대설,대설 예보 시,- 대설이 예보된 날은 외출을 자제합니다.,대설이 예보된 날은 외출을 자제합니다.,대설 대설 대설 예보 시 대설,자연재난 국민행동요령
213,대설,대설 이후,"- 대피 후 집으로 돌아온 경우에는 노후주택 등은 안전에 위험이 있을 수 있으므로, 출입하기 전에 반드시 피해 여부를 확인합니다.","대피 후 집으로 돌아온 경우에는 노후주택 등은 안전에 위험이 있을 수 있으므로, 출입하기 전에 반드시 피해 여부를 확인합니다.",대설 대설 대설 이후 대설,자연재난 국민행동요령
214,대설,대설 특보 중,"- 되도록 외출을 자제하고 대중교통을 이용하고, 부득이 차량을 이용할 경우에는 반드시 차량용 안전장구(체인, 염화칼슘, 삽 등)를 휴대합니다.","되도록 외출을 자제하고 대중교통을 이용하고, 부득이 차량을 이용할 경우에는 반드시 차량용 안전장구(체인, 염화칼슘, 삽 등)를 휴대합니다.",대설 대설 대설 특보 중 대설,자연재난 국민행동요령
215,대설,대설 예보 시,- 부득이 외출 시에는 몸을 따뜻이 유지하기 위해 옷을 여러 겹 겹쳐 입습니다.,부득이 외출 시에는 몸을 따뜻이 유지하기 위해 옷을 여러 겹 겹쳐 입습니다.,대설 대설 대설 예보 시 대설,자연재난 국민행동요령
216,대설,대설 이후,- 붕괴 위험이 있는 시설물은 점검 후에 출입하도록 합니다.,붕괴 위험이 있는 시설물은 점검 후에 출입하도록 합니다.,대설 대설 대설 이후 대설,자연재난 국민행동요령
217,대설,대설 특보 중,"- 비닐하우스, 가설 건축물 등은 가족이나 이웃과 함께 미리 점검하고, 지붕에 눈이 쌓이기 전에 치워 두거나, 받침대 등으로 미리 보강하여 피해를 예방합니다.","비닐하우스, 가설 건축물 등은 가족이나 이웃과 함께 미리 점검하고, 지붕에 눈이 쌓이기 전에 치워 두거나, 받침대 등으로 미리 보강하여 피해를 예방합니다.",대설 대설 대설 특보 중 대설,자연재난 국민행동요령
218,대설,대설 사전준비,"- 비상상황이 예견될 때에는 가족이나 이웃에게 즉시 연락해서 함께 안전한 곳으로 이동할 수 있도록 하고, 상황이 급박할 경우에는 즉시 그 자리를 피하고 가족과는 따로 연락해서 자신의 이동경로를 알려주도록 합니다.","비상상황이 예견될 때에는 가족이나 이웃에게 즉시 연락해서 함께 안전한 곳으로 이동할 수 있도록 하고, 상황이 급박할 경우에는 즉시 그 자리를 피하고 가족과는 따로 연락해서 자신의 이동경로를 알려주도록 합니다.",대설 대설 대설 사전준비 대설,자연재난 국민행동요령
219,대설,대설 예보 시,- 비상시 신속히 응급용품을 가지고 이동 대피할 수 있도록 사전에 배낭 등에 모아둡니다.,비상시 신속히 응급용품을 가지고 이동 대피할 수 있도록 사전에 배낭 등에 모아둡니다.,대설 대설 대설 예보 시 대설,자연재난 국민행동요령
220,대설,대설 사전준비,"- 비상시를 대비하여 지역 대피장소(국민재난안전포털, www.safekorea.go.kr나 지자체 홈페이지의 임시대피소, 이재민임시주거시설 등 참고)와 안전한 이동 방법에 대해 가족이나 이웃과 함께 숙지하고, 어린이 등 재해약자들에게 알려 주어야 합니다.","비상시를 대비하여 지역 대피장소(국민재난안전포털, www.safekorea.go.kr나 지자체 홈페이지의 임시대피소, 이재민임시주거시설 등 참고)와 안전한 이동 방법에 대해 가족이나 이웃과 함께 숙지하고, 어린이 등 재해약자들에게 알려 주어야 합니다.",대설 대설 대설 사전준비 대설,자연재난 국민행동요령
221,대설,대설 사전준비,"- 비상용품의 유효기간을 지속적으로 확인하여 교체하고, 대피장소, 대피경로 등에 대해서는 지속적으로 관심을 가지고 가족이나 이웃과 함께 정비합니다.","비상용품의 유효기간을 지속적으로 확인하여 교체하고, 대피장소, 대피경로 등에 대해서는 지속적으로 관심을 가지고 가족이나 이웃과 함께 정비합니다.",대설 대설 대설 사전준비 대설,자연재난 국민행동요령
222,대설,대설 예보 시,"- 상수도 공급이 중단될 수 있으므로, 욕조 등에 미리 물을 받아둡니다.","상수도 공급이 중단될 수 있으므로, 욕조 등에 미리 물을 받아둡니다.",대설 대설 대설 예보 시 대설,자연재난 국민행동요령
223,대설,대설 예보 시,- 선박이나 어망·어구 등은 사전에 결박하여 피해를 최소화하도록 합니다.,선박이나 어망·어구 등은 사전에 결박하여 피해를 최소화하도록 합니다.,대설 대설 대설 예보 시 대설,자연재난 국민행동요령
224,대설,대설 예보 시,- 수산 증·양식 시설은 어류 등이 동사하지 않도록 보온조치를 합니다.,수산 증·양식 시설은 어류 등이 동사하지 않도록 보온조치를 합니다.,대설 대설 대설 예보 시 대설,자연재난 국민행동요령
225,대설,대설 예보 시,- 스마트폰 앱 ‘안전디딤돌’을 통해 기상상황을 파악하여 정보를 필요로 하는 사람들과 공유합니다.,스마트폰 앱 ‘안전디딤돌’을 통해 기상상황을 파악하여 정보를 필요로 하는 사람들과 공유합니다.,대설 대설 대설 예보 시 대설,자연재난 국민행동요령
226,대설,대설 특보 중,"- 외출 시에는 바닥면이 넓은 운동화나 등산화를 착용하고, 주머니에 손을 넣지 말고 보온 장갑 등을 착용하여 체온을 유지합니다.","외출 시에는 바닥면이 넓은 운동화나 등산화를 착용하고, 주머니에 손을 넣지 말고 보온 장갑 등을 착용하여 체온을 유지합니다.",대설 대설 대설 특보 중 대설,자연재난 국민행동요령
227,대설,대설 사전준비,"- 응급약품, 손전등, 식수, 비상식량, 라디오, 핸드폰 충전기, 휴대용 버너, 연료, 담요 등 비상용품을 사전에 한 곳에 구비해 둡니다.","응급약품, 손전등, 식수, 비상식량, 라디오, 핸드폰 충전기, 휴대용 버너, 연료, 담요 등 비상용품을 사전에 한 곳에 구비해 둡니다.",대설 대설 대설 사전준비 대설,자연재난 국민행동요령
228,대설,대설 예보 시,"- 자가용 이용을 자제하고 대중교통(지하철, 버스 등) 수단을 이용합니다.","자가용 이용을 자제하고 대중교통(지하철, 버스 등) 수단을 이용합니다.",대설 대설 대설 예보 시 대설,자연재난 국민행동요령
229,대설,대설 예보 시,"- 정전에 대비하여 비상용 랜턴, 양초, 배터리 등을 구비해 둡니다.","정전에 대비하여 비상용 랜턴, 양초, 배터리 등을 구비해 둡니다.",대설 대설 대설 예보 시 대설,자연재난 국민행동요령
230,대설,대설 특보 중,"- 차량 이동 중 고립되었을 때에는 가능한 수단을 통해 구조 연락을 취하고, 동승자와 함께 체온을 유지하고 돌아가면서 휴식을 취하도록 합니다. 한 사람은 반드시 깨어있어야 하며 야간에는 실내등을 켜거나 색깔 있는 옷을 눈 위에 펼쳐 놓아 구조요원이 쉽게 찾을 수 있도록 합니다.","차량 이동 중 고립되었을 때에는 가능한 수단을 통해 구조 연락을 취하고, 동승자와 함께 체온을 유지하고 돌아가면서 휴식을 취하도록 합니다. 한 사람은 반드시 깨어있어야 하며 야간에는 실내등을 켜거나 색깔 있는 옷을 눈 위에 펼쳐 놓아 구조요원이 쉽게 찾을 수 있도록 합니다.",대설 대설 대설 특보 중 대설,자연재난 국민행동요령
231,대설,대설 특보 중,"- 차량으로 장거리 이동 시에는 월동장비, 연료, 식음료 등을 사전에 준비하고 기상상황을 미리 확인토록 합니다.","차량으로 장거리 이동 시에는 월동장비, 연료, 식음료 등을 사전에 준비하고 기상상황을 미리 확인토록 합니다.",대설 대설 대설 특보 중 대설,자연재난 국민행동요령
232,대설,대설 특보 중,"- 차량이 고립·정체된 경우 되도록 차량에서 대기하고, 부득이 차량을 벗어날 경우 연락처와 열쇠를 꽂아 둔 채로 대피합니다.","차량이 고립·정체된 경우 되도록 차량에서 대기하고, 부득이 차량을 벗어날 경우 연락처와 열쇠를 꽂아 둔 채로 대피합니다.",대설 대설 대설 특보 중 대설,자연재난 국민행동요령
233,대설,대설 사전준비,- 차량이 있는 경우에는 연료를 미리 채워 둡니다. 차량이 없을 경우 차량이 있는 가까운 지인이나 이웃과 같이 이동할 수 있도록 사전에 약속해 둡니다,차량이 있는 경우에는 연료를 미리 채워 둡니다. 차량이 없을 경우 차량이 있는 가까운 지인이나 이웃과 같이 이동할 수 있도록 사전에 약속해 둡니다,대설 대설 대설 사전준비 대설,자연재난 국민행동요령
